CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
9676418,1,1,Y,F,52,A,-,S,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,E,2015,-,A,01,,A,,-,-,2024
9676418,2,4,N,M,57,A,-,N,-,-,,-,3,-,-,"- ",,,-,-,0,1,B,,-,L,04,,W,,-,-,2024
9647578,1,1,N,-,998,D,-,S,L,B,,-,-,-,-,"- ",,,A,-,0,0,B,2017,-,A,01,,,,-,-,2023
9647578,2,1,N,M,21,A,-,S,L,G,,-,-,-,-,"- ",,,N,-,0,1,R,2010,-,A,01,,H,,-,-,2023
92294777,1,1,N,M,63,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2007,HOND,A,01,,A,,-,-,2024
92294777,2,1,Y,-,998,G,G,W,B,B,N,-,4,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2024
92234705,1,1,Y,F,25,A,-,E,L,G,N,-,3,-,-,"- ",,,N,-,0,1,B,2015,CHEV,A,01,,B,,-,-,2023
92234705,2,1,N,M,48,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,H,2024,VOLK,A,01,,W,,-,-,2023
92054465,1,1,Y,M,32,B,-,S,L,G,Y,-,3,-,,25,22350,,A,-,0,0,B,2015,TOYT,A,01,,H,,-,-,2023
92054465,2,2,N,F,39,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,O,,-,-,2023
92054465,3,2,N,M,42,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,O,,-,-,2023
92054465,4,5,N,-,998,H,H,S,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,2018,LEXS,A,01,,,,-,-,2023
94593145,1,1,Y,M,21,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,SCIO,A,01,,A,,-,-,2025
94593145,2,1,N,M,39,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2010,FORD,A,08,,H,,-,-,2025
92410269,1,1,Y,M,58,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2021,TSMR,A,07,,A,,-,-,2024
92410269,2,1,N,M,46,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,5,B,2014,BUIC,A,07,,B,,-,-,2024
9644396,1,1,N,M,79,A,-,S,L,G,,-,3,-,-,"- ",,,M,-,0,2,B,2012,-,A,07,,A,,-,-,2023
9644396,2,1,N,M,49,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2003,-,A,08,,H,,-,-,2023
9644396,3,1,N,F,36,A,-,N,M,G,,-,3,-,-,"- ",,,N,-,0,1,A,2021,-,A,07,,H,,-,-,2023
9629370,1,4,Y,M,17,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2023
9629370,2,1,N,F,46,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2017,-,A,07,,W,,-,-,2023
9873134,1,1,Y,M,36,A,-,S,M,G,,-,-,-,-,"- ",,,N,-,0,0,E,2022,-,A,01,,B,,-,-,2025
9873134,2,3,N,-,998,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2013,FORD,A,01,,,,-,-,2025
9873134,3,2,N,M,58,-,-,W,-,-,O,-,-,-,-,"- ",,,-,-,0,1,-,,-,N,60,,B,,-,-,2025
9594797,1,1,Y,M,59,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,-,A,08,,B,,-,-,2023
9594797,2,1,N,F,47,A,-,S,B,G,N,-,3,-,-,"- ",,,N,-,0,2,A,2015,-,A,01,,B,,-,-,2023
9592550,1,1,Y,M,998,G,G,N,P,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,B,,-,-,2023
9592550,2,1,N,M,71,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2012,-,D,22,,W,,-,-,2023
9471178,1,1,Y,-,998,G,G,W,L,A,,-,-,-,-,"- ",,,N,-,0,1,B,2014,-,A,01,,,,-,-,2023
9471178,2,1,N,M,32,G,G,N,L,G,N,-,-,-,-,"- ",,,N,-,0,1,B,2023,-,A,01,,B,,-,-,2023
9471178,3,3,N,-,998,H,H,-,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,1999,-,A,01,,,,-,-,2023
9657317,1,1,Y,M,60,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2013,-,G,25,28,,,-,-,2023
9657317,2,1,N,F,40,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2017,-,A,07,,B,,-,-,2023
9652102,1,1,Y,F,63,A,-,S,M,G,Y,-,3,-,-,"- ",,,A,-,0,1,A,2014,MINI,A,01,,A,,-,-,2023
9652102,2,1,N,F,57,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,-,A,01,,B,,-,-,2023
9739658,1,1,Y,M,32,G,G,E,B,-,,-,3,-,-,"- ",,,-,-,0,0,B,2000,-,A,01,,H,,-,-,2024
9739658,2,2,N,F,0,A,-,-,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,N,60,,A,,-,-,2024
9739658,3,2,N,M,33,A,-,-,-,-,O,-,3,-,-,"- ",,,-,-,0,0,B,,-,N,60,,A,,-,-,2024
9875035,1,1,Y,M,20,A,-,W,P,W,,-,3,-,-,"- ",,,N,-,0,1,B,,-,M,94,,B,,-,-,2025
9875035,2,1,N,M,23,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2012,-,A,01,,A,,-,-,2025
9873166,1,1,Y,M,57,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,-,D,22,,H,,-,-,2025
9873166,2,1,N,F,72,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2003,-,A,01,,W,,-,-,2025
9873166,3,2,N,M,24,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2025
9822274,1,1,Y,M,28,A,-,N,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2012,-,A,01,,H,,-,-,2025
9822274,2,2,N,M,32,-,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2025
94531564,1,1,Y,M,20,A,-,E,M,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2004,HOND,A,08,,O,,-,-,2025
94531564,2,1,N,F,42,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2004,BUIC,A,07,,B,,-,-,2025
9608425,1,1,Y,F,50,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,E,2014,-,A,01,,B,,-,-,2023
9608425,2,1,N,M,998,G,G,S,L,B,N,-,-,-,,25,22350,,A,-,0,0,B,2012,-,A,01,,H,,-,-,2023
9755815,1,1,Y,F,28,A,-,S,L,G,Y,-,-,-,-,"- ",,,A,-,0,1,B,2016,-,A,01,,W,,-,-,2024
9755815,2,1,N,M,43,A,-,E,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2014,-,A,01,,W,,-,-,2024
9470023,1,1,Y,M,998,G,G,E,N,B,,-,-,-,-,"- ",,,N,-,0,0,M,2016,-,A,01,,,,-,-,2023
9470023,2,1,N,F,48,A,-,W,M,G,,-,-,-,-,"- ",,,N,-,0,1,E,2013,-,A,01,,B,,-,-,2023
9470023,3,3,N,-,998,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2008,-,A,01,,,,-,-,2023
9739657,1,1,Y,F,53,A,-,S,M,C,Y,-,3,-,,25,22350,,A,-,0,0,B,2014,-,A,01,,W,,-,-,2024
9739657,2,1,N,M,18,A,-,S,L,D,Y,-,3,-,-,"- ",,,-,-,0,1,A,2014,-,A,01,,W,,-,-,2024
94562013,1,1,Y,M,19,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,J,2013,BMW,A,01,,O,,-,-,2025
9773221,1,1,Y,M,32,B,-,W,M,H,,-,-,-,,31,22107,,A,-,0,1,B,2003,-,A,01,,H,,-,-,2024
9773221,2,3,N,-,998,A,-,W,-,-,O,-,3,-,-,"- ",,,-,-,0,2,O,2011,-,A,07,,,,-,-,2024
9773221,3,3,N,-,998,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,O,2017,-,A,01,,,,-,-,2024
9771173,1,1,Y,M,998,G,G,E,P,W,,-,-,-,-,"- ",,,N,-,0,0,B,,-,C,02,,B,,-,-,2024
9771173,2,2,N,M,75,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2024
9755802,1,1,Y,F,70,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2009,-,A,07,,A,,-,-,2024
9755802,2,1,N,M,37,A,-,S,P,W,Y,-,3,-,-,"- ",,,N,-,0,1,B,2024,-,C,03,,W,,-,-,2024
9751305,1,1,N,-,998,G,G,E,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,2020,-,-,99,,,,-,-,2024
9751305,2,2,Y,M,54,G,G,N,-,-,O,-,-,-,-,"- ",,,N,-,1,0,-,,-,N,60,,W,,-,-,2024
9456076,1,1,Y,M,998,G,G,S,-,B,,-,-,-,-,"- ",,,N,-,0,0,D,,-,-,99,,B,,-,-,2023
9456076,2,2,N,M,46,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,,,-,-,2023
9456076,3,2,N,M,3,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,B,,-,N,60,,,,-,-,2023
9713546,1,1,Y,M,55,A,-,S,L,G,Y,-,-,-,-,"- ",,,F,-,0,1,B,2002,-,A,01,,B,-,-,-,2024
9713546,2,3,N,-,998,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2017,-,A,01,,,,-,-,2024
9781102,1,1,Y,-,998,G,G,E,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2024
9781102,2,1,N,M,38,A,-,E,M,G,,-,-,-,-,"- ",,,N,-,0,1,B,2020,-,A,01,,O,,-,-,2024
9714728,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,A,-,0,0,B,,-,A,07,,,,-,-,2023
9714728,2,2,N,M,41,A,-,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2023
9792136,1,1,N,F,26,A,-,E,M,G,Y,-,-,-,-,"- ",,,-,-,0,0,D,2019,-,A,01,,H,,-,-,2024
9792136,2,2,N,M,68,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2024
9785135,1,1,Y,M,34,A,-,S,M,G,Y,-,2,-,-,"- ",,,N,-,0,0,B,2017,FORD,D,22,,H,,-,-,2025
9785135,2,1,N,M,70,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,-,A,01,,A,,-,-,2025
9582838,1,1,Y,M,998,G,G,E,L,B,,-,3,-,-,"- ",,,N,-,0,0,B,2015,-,A,01,,B,,-,-,2023
9582838,2,1,N,M,62,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,-,A,07,,,,-,-,2023
9583060,1,1,Y,M,39,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2018,-,A,01,,H,,-,-,2023
9583060,2,3,N,-,998,H,H,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,O,2006,-,A,01,,,,-,-,2023
9590106,1,1,Y,M,20,A,-,S,M,G,N,-,-,-,-,"- ",,,N,-,0,1,A,2010,-,A,01,,H,,-,-,2023
9590106,2,1,N,F,34,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2017,-,A,01,,H,,-,-,2023
9670524,1,1,Y,F,27,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2000,-,A,01,,A,,-,-,2024
9670524,2,1,N,F,36,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,2,E,2018,-,A,01,,B,,-,-,2024
9771174,1,1,Y,-,998,G,G,E,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,2010,-,A,07,,,,-,-,2024
9771174,2,2,N,M,58,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2024
92173325,1,1,Y,M,41,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,"HONDA ",A,07,,H,,-,-,2023
92173325,2,1,N,F,37,A,-,W,L,G,N,-,3,-,-,"- ",,,N,-,0,1,H,2009,BMW,A,01,,H,,-,-,2023
9751042,1,1,Y,F,35,A,-,W,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2016,-,A,01,,A,,-,-,2024
9751042,2,1,N,F,36,A,-,E,L,F,,-,-,-,-,"- ",,,N,-,0,2,B,2023,JEEP,A,07,,A,,-,-,2024
94654604,1,1,Y,M,22,A,-,E,L,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2006,ACUR,A,01,,H,,-,-,2025
94654604,2,1,N,M,29,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2022,FORD,A,07,,W,,-,-,2025
94654604,3,1,N,M,35,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2013,GMC,A,07,,W,,-,-,2025
94685503,1,1,Y,M,51,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2013,FORD,A,01,,B,,-,-,2025
94685503,2,1,N,M,47,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2024,ISU,F,26,,O,,-,-,2025
9743784,1,4,Y,F,22,A,-,W,-,-,,-,3,-,-,"- ",,,E,-,0,1,B,,-,L,04,,A,,-,-,2024
9743784,2,4,N,F,28,A,-,-,-,-,,-,3,-,-,"- ",,,E,-,0,0,B,,-,L,04,,W,,-,-,2024
9804799,1,1,Y,M,998,G,G,W,L,B,N,-,-,-,-,"- ",,,N,-,0,0,B,2020,NISSAN,A,07,,B,,-,-,2025
9804799,2,1,N,F,66,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,-,A,07,,A,,-,-,2025
9809412,1,1,Y,F,28,A,-,S,L,B,Y,-,-,-,-,"- ",,,N,-,0,1,B,2021,FORD,J,48,,H,,-,-,2024
9809412,2,1,N,M,24,A,-,W,L,B,Y,-,-,-,-,"- ",,,N,-,0,2,B,2021,FORD,A,01,,H,,-,-,2024
9809412,3,1,N,M,46,A,-,E,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,2018,-,A,01,,,,-,-,2024
9815075,1,1,Y,F,28,A,-,N,L,G,N,-,-,-,-,"- ",,,N,-,0,1,B,2010,-,A,01,,B,,-,-,2025
9815075,2,1,N,M,72,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2014,-,D,22,,A,,-,-,2025
9702535,1,1,Y,F,31,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2018,-,A,01,,B,,-,-,2024
9702535,2,2,N,M,42,-,F,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2024
9702083,1,1,Y,-,998,G,G,W,B,-,,-,-,-,-,"- ",,,A,-,0,0,B,,-,A,01,,,,-,-,2024
9702083,2,1,N,F,19,A,-,W,P,B,,-,-,-,-,"- ",,,N,-,0,1,B,,-,M,94,,W,,-,-,2024
9714729,1,1,Y,M,77,A,-,W,M,B,Y,-,3,-,-,"- ",,,A,-,0,0,B,2011,-,A,07,,,,-,-,2023
9714729,2,3,N,-,998,H,H,E,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2023,-,A,01,,,,-,-,2023
9714729,3,2,N,F,27,H,H,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2023
9470024,1,1,Y,F,22,A,-,W,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2016,-,A,01,,W,,-,-,2023
9470024,2,1,N,F,47,A,-,N,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,2015,-,A,01,,W,,-,-,2023
9734471,1,4,Y,M,58,G,G,N,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2024
9734471,2,1,N,F,54,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,D,2001,FORD,A,01,,H,,-,-,2024
9582299,1,2,Y,F,21,A,-,W,-,-,O,-,3,-,-,"- ",,,F,-,0,1,R,,-,N,60,,H,-,-,-,2023
9582299,2,1,N,M,58,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2016,-,A,07,,B,,-,-,2023
9582309,1,1,Y,F,53,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,E,2015,-,A,01,,B,,-,-,2023
9582309,2,1,N,M,65,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2004,FORD,A,01,,W,,-,-,2023
9594827,1,1,Y,M,998,G,G,W,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,2016,-,A,01,,B,,-,-,2023
9594827,2,1,N,M,72,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2013,-,A,01,,B,,-,-,2023
9597194,1,1,Y,M,42,A,-,W,M,E,Y,-,-,-,-,"- ",,,N,-,0,0,B,2012,-,A,01,,,,-,-,2023
9597194,2,1,N,F,83,A,-,S,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,2007,-,A,01,,B,,-,-,2023
9731739,1,1,Y,M,58,A,-,S,M,G,Y,-,3,-,-,"- ",,,-,-,0,1,F,2012,-,A,01,,W,,-,-,2024
9731739,2,1,N,M,23,A,-,S,M,G,Y,-,3,-,-,"- ",,,-,-,0,1,B,2024,FORD,A,01,,H,,-,-,2024
9546908,1,1,Y,F,24,A,-,E,M,G,,-,3,-,-,"- ",,,-,-,0,0,B,2013,-,A,01,,O,,-,-,2023
9546908,2,2,N,M,28,A,-,-,-,-,O,-,3,-,-,"- ",,,-,-,0,1,B,,-,N,60,,B,,-,-,2023
9675602,1,1,Y,M,27,A,-,E,L,G,N,-,-,-,-,"- ",,,N,-,0,2,E,2003,-,A,01,,B,,-,-,2023
9675602,2,1,N,M,29,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,B,2009,FORD,A,07,,O,,-,-,2023
9680321,1,1,Y,M,25,A,-,S,L,G,Y,-,3,-,,25,22350,,A,-,0,1,B,2016,-,A,01,,B,,-,-,2024
9680321,2,1,N,M,30,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,-,A,01,,O,,-,-,2024
9684592,1,1,Y,-,998,G,G,W,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,2015,-,A,01,,,,-,-,2023
9684592,2,1,N,M,29,A,-,W,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,1999,-,-,,,H,,-,-,2023
9684592,3,3,N,-,998,H,H,-,-,-,O,-,-,-,-,"- ",,,-,-,0,0,O,2015,-,A,08,,,,-,-,2023
9591135,1,1,Y,M,34,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2011,-,A,01,,B,,-,-,2023
9591135,2,1,N,F,40,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,E,2006,-,A,01,,A,,-,-,2023
9690353,1,1,Y,M,76,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2023,-,A,01,,W,,-,-,2024
9690353,2,4,N,F,47,A,-,N,-,-,,-,3,-,-,"- ",,,N,-,0,1,A,,-,M,91,,O,,-,-,2024
9599933,1,2,Y,M,38,A,-,-,-,-,O,-,3,-,,23,21453,A,A,-,0,1,B,,-,N,60,,W,,-,-,2023
9599933,2,1,N,F,49,A,-,S,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,B,2012,-,A,07,,H,,-,-,2023
9616893,1,2,N,F,998,G,G,N,-,-,O,-,-,-,-,"- ",,,A,-,0,1,R,,-,N,60,,A,,-,-,2023
9616893,2,1,N,M,50,A,-,W,M,A,Y,-,-,-,-,"- ",,,N,-,0,0,B,,-,M,96,,B,,-,-,2023
9805283,1,1,Y,M,67,A,-,S,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,B,2021,-,A,07,,H,,-,-,2025
9805283,2,1,N,F,56,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,-,A,07,,B,,-,-,2025
9734463,1,1,Y,-,998,G,G,W,-,B,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2024
9734463,2,1,N,F,52,A,-,N,L,G,,-,-,-,-,"- ",,,N,-,0,1,B,2009,-,A,01,,B,,-,-,2024
9554165,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,A,N,0,0,-,,-,-,99,,,,-,-,2023
9554165,2,2,N,M,30,G,G,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2023
9582703,1,1,Y,M,25,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,-,A,01,,H,,-,-,2023
9582703,2,1,N,F,80,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,E,2014,-,A,01,,W,,-,-,2023
9553456,1,1,Y,M,29,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2014,FORD,D,22,,H,,-,-,2023
9553456,2,2,N,F,12,H,H,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,A,,-,-,2023
9685755,1,1,Y,M,21,A,-,N,M,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2019,FORD,I,12,,H,,-,-,2024
9685755,2,2,N,F,77,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2024
9651615,1,1,N,F,28,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,-,A,01,,,,-,-,2023
9651615,2,1,N,M,67,A,-,N,M,G,,-,3,-,-,"- ",,,N,-,0,1,B,2009,-,A,01,,,,-,-,2023
9704405,1,1,Y,M,998,G,G,N,L,B,,-,-,-,-,"- ",,,N,-,0,0,B,2010,-,A,07,,H,,-,-,2024
9704405,2,1,N,F,25,A,-,E,L,G,,-,-,-,-,"- ",,,-,-,0,2,B,2021,-,A,01,,B,,-,-,2024
9690354,1,1,Y,M,30,A,-,S,P,B,Y,-,3,-,-,"- ",,,-,-,0,0,B,2019,MINI,A,01,,A,,-,-,2024
9690354,2,4,N,M,52,-,-,-,-,-,,-,-,-,-,"- ",,,-,-,0,1,-,,-,L,04,,B,,-,-,2024
9795986,1,1,Y,M,61,A,-,W,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,B,2022,MINI,A,01,,A,,-,-,2025
9795986,2,2,N,F,51,A,-,-,-,-,O,-,3,-,-,"- ",,,-,-,0,1,R,,-,N,60,,H,,-,-,2025
9795986,3,3,N,-,998,A,-,E,-,-,O,-,3,-,-,"- ",,,-,-,0,0,O,2016,FORD,A,01,,,,-,-,2025
9802960,1,1,Y,M,25,A,-,S,M,G,Y,-,3,-,-,"- ",,,-,-,0,0,L,2024,-,A,01,,H,,-,-,2025
9802960,2,1,N,F,23,A,-,W,M,H,Y,-,3,-,-,"- ",,,-,-,0,1,B,2016,-,A,01,,A,,-,-,2025
9868614,1,1,Y,M,998,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,2008,-,A,01,,H,,-,-,2025
9868614,2,1,N,M,38,G,G,W,M,F,Y,-,3,-,-,"- ",,,N,-,0,1,E,2001,-,A,01,,A,,-,-,2025
9791188,1,1,N,F,68,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2014,-,A,01,,A,,-,-,2024
9791188,2,3,N,-,998,G,G,-,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2016,-,A,07,,,,-,-,2024
9808415,1,4,Y,M,35,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,A,,-,-,2025
9590827,1,1,Y,M,71,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,1,F,2003,-,A,01,,,,-,-,2023
9590827,2,1,N,M,57,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2017,FORD,A,08,,B,,-,-,2023
9590827,3,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,O,2019,-,A,01,,,,-,-,2023
9812774,1,1,Y,M,17,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,-,A,01,,O,,-,-,2025
9812774,2,1,N,M,44,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,A,2016,-,A,01,,B,,-,-,2025
9816212,1,1,Y,M,41,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,E,2012,-,A,01,,,,-,-,2025
9816212,2,1,N,F,32,A,-,E,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2020,-,A,01,,H,,-,-,2025
9816212,3,1,N,F,34,A,-,E,M,G,,-,-,-,-,"- ",,,N,-,0,0,A,1998,-,A,01,,W,,-,-,2025
9822384,1,1,Y,F,54,B,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2015,-,A,01,,H,,-,-,2025
9822384,2,1,N,M,60,A,-,S,M,G,N,-,-,-,-,"- ",,,N,-,0,1,B,2008,-,C,02,,W,,-,-,2025
9822384,3,1,N,M,20,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2008,-,A,01,,H,,-,-,2025
9733311,1,1,Y,M,48,A,-,W,M,G,Y,-,-,-,,25,22350,,A,-,0,0,B,2013,-,I,20,,B,,-,-,2024
9733311,2,2,N,M,29,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,O,,-,-,2024
9656250,1,1,Y,M,18,A,-,E,L,G,N,-,3,-,,33,21801,A,A,-,0,0,B,1999,-,A,01,,H,,-,-,2023
9656250,2,1,N,F,21,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,F,2014,-,A,01,,H,,-,-,2023
9668116,1,1,Y,M,33,G,G,S,L,B,N,-,3,-,-,"- ",,,N,-,0,1,B,2015,-,A,01,,B,,-,-,2024
9668116,2,3,N,-,998,H,H,N,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2000,-,A,01,,,,-,-,2024
9668116,3,3,N,-,998,H,H,N,-,-,O,-,3,-,-,"- ",,,N,-,0,0,O,2013,-,A,01,,,,-,-,2024
94363772,1,1,Y,F,25,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2000,TOYT,A,01,,H,,-,-,2024
